molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_type,assay_description,document_chembl_id,document_year
CHEMBL152970,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(C(=O)N3CCOCC3)CC2)n1,Ki,2360.0,nM,5.63,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL112355,Oc1ccc([C@H]2N=CN[C@H]2c2ccc(O)cc2I)c(I)c1,EC50,1800.0,nM,5.75,CHEMBL712011,F,Agonist activity in transcriptional activation assay in MCF-7-2a cells compared to estradiol E2,CHEMBL1135523,2002
CHEMBL355980,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)n1,Ki,1450.0,nM,5.84,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL149803,Cc1ccc(CCCN(C)c2nc(NCCc3ccc(O)cc3)nc(N3CCNCC3)n2)cc1,Ki,1140.0,nM,5.94,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL323919,Oc1ccc([C@@H]2N=CN[C@@H]2c2c(Cl)cc(O)cc2Cl)c(Cl)c1,EC50,65.0,nM,7.19,CHEMBL712011,F,Agonist activity in transcriptional activation assay in MCF-7-2a cells compared to estradiol E2,CHEMBL1135523,2002
CHEMBL348343,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(C(=O)COc3ccccc3)CC2)n1,Ki,570.0,nM,6.24,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,EC50,0.07,nM,10.15,CHEMBL676810,F,Agonist effect on transcriptional activation in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
CHEMBL358890,CN1CCN(c2nc(NCCc3ccc(O)cc3)nc(OCCCc3ccccc3)n2)CC1,Ki,2400.0,nM,5.62,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL153405,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,300.0,nM,6.52,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL153405,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,110.0,nM,6.96,CHEMBL679892,B,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
