compound_id,molecule_chembl_id,std_smiles,pchembl_value,standard_type,MW,LogP,HBD,HBA,RotBonds,TPSA,NumHeavyAtoms,NetCharge
ACT_079,CHEMBL5406341,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2ccc(Br)cc21,6.6,IC50,418.24700000000007,4.201800000000002,2,4,6,97.39999999999999,26,0
ACT_080,CHEMBL5561839,CC(C)n1nnc2ccc(-c3ccnc(Nc4cc(C(=O)N5CCCC5)ccn4)c3)cc21,6.87,IC50,427.5120000000003,4.448800000000004,1,6,5,88.83,32,0
ACT_081,CHEMBL336961,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,6.3,Ki,328.169,3.487000000000001,2,2,0,57.78,20,0
ACT_082,CHEMBL1969664,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,6.0,Ki,334.3790000000001,2.639380000000001,2,5,3,85.17,25,0
ACT_083,CHEMBL5200108,O=C(Cc1ccc(B2C=CC=CN2)cc1)Nc1cc(C2CC2)[nH]n1,7.06,IC50,318.1890000000001,1.8791,3,3,5,69.81,24,0
ACT_084,CHEMBL5270781,CC1CN(c2ccncc2NC(=O)c2ccnn3cc(-c4ccccc4)nc23)CCO1,5.85,IC50,414.4690000000002,3.2687000000000017,1,6,4,84.65,31,0
ACT_085,CHEMBL4762791,O=c1[nH]cc(C2CCCCC2)c2nccn12,5.39,Kd,217.272,2.0703,1,2,1,50.16,16,0
ACT_086,CHEMBL1977814,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C,6.0,Ki,319.7920000000001,2.9346200000000016,0,3,3,49.05,22,0
ACT_087,CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,6.0,IC50,294.24000000000007,2.160499999999999,1,5,3,68.0,21,0
ACT_088,CHEMBL598724,COc1c(O)ccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,5.54,IC50,309.277,3.0016000000000007,2,5,1,77.02000000000001,23,0
