molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_type,assay_description,document_chembl_id,document_year
CHEMBL378707,Cc1c(NC(=O)Nc2ccc(F)cc2)c(=O)n(-c2ccccc2)n1C,EC50,4850.0,nM,5.31,CHEMBL867962,F,Activity at human FPRL1-mediated calcium mobilization in CHO cells,CHEMBL1138936,2006
CHEMBL210298,Cc1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,EC50,490.0,nM,6.31,CHEMBL867962,F,Activity at human FPRL1-mediated calcium mobilization in CHO cells,CHEMBL1138936,2006
CHEMBL377969,Cc1c(NC(=O)Nc2ccc(Br)cc2)c(=O)n(-c2ccccc2)n1C,EC50,90.0,nM,7.05,CHEMBL867962,F,Activity at human FPRL1-mediated calcium mobilization in CHO cells,CHEMBL1138936,2006
CHEMBL208884,Cc1c(NC(=O)Nc2ccc(I)cc2)c(=O)n(-c2ccccc2)n1C,EC50,30.0,nM,7.52,CHEMBL867962,F,Activity at human FPRL1-mediated calcium mobilization in CHO cells,CHEMBL1138936,2006
CHEMBL250143,COc1ccc2[nH]c(C(=O)N3CCC(n4cnc5ccccc54)CC3)cc2c1,EC50,5100.0,nM,5.29,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL379761,CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,EC50,44.0,nM,7.36,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL400723,CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2nc3cc(OC)ccc3[nH]2)C1,EC50,1870.0,nM,5.73,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL249742,CCc1ccc2[nH]c(C(=O)N3CC[C@@H](n4c(CC)nc5ccccc54)C3)cc2c1,EC50,270.0,nM,6.57,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL249537,CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)C1,EC50,810.0,nM,6.09,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL249338,CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)C1,EC50,1490.0,nM,5.83,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL401314,CCc1nc2ccccc2n1[C@H]1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)C1,EC50,3500.0,nM,5.46,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL249132,CCc1nc2ccccc2n1[C@@H]1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)C1,EC50,34.0,nM,7.47,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL248928,CCc1nc2ccccc2n1C1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)C1,EC50,130.0,nM,6.89,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL401313,COc1ccc2[nH]c(C(=O)N3CCC(n4c(-c5ccccc5)nc5ccccc54)CC3)cc2c1,EC50,2710.0,nM,5.57,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL251772,COc1ccc2[nH]c(C(=O)N3CCC(n4c(C(F)(F)F)nc5ccccc54)CC3)cc2c1,EC50,1520.0,nM,5.82,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL400089,COc1ccc2[nH]c(C(=O)N3CCC(n4c(CC(C)C)nc5ccccc54)CC3)cc2c1,EC50,830.0,nM,6.08,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL250347,CCc1nc2ccccc2n1C1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,EC50,690.0,nM,6.16,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL404003,COc1ccc2[nH]c(C(=O)N3CCC(n4c(C)nc5ccccc54)CC3)cc2c1,EC50,1020.0,nM,5.99,CHEMBL925628,F,Agonist activity at human recombinant FPRL1 expressed in CHO cells assessed as calcium flux by aequorin based bioluminescence assay,CHEMBL1140550,2007
CHEMBL561375,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccccc3)c2=O)c1,EC50,600.0,nM,6.22,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL561375,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccccc3)c2=O)c1,EC50,600.0,nM,6.22,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL539401,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C)cc3)c2=O)c1,EC50,900.0,nM,6.05,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL539401,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C)cc3)c2=O)c1,EC50,900.0,nM,6.05,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL562910,COc1ccc(NC(=O)Cn2nc(C)cc(Cc3cccc(OC)c3)c2=O)cc1,EC50,1100.0,nM,5.96,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL562910,COc1ccc(NC(=O)Cn2nc(C)cc(Cc3cccc(OC)c3)c2=O)cc1,EC50,1100.0,nM,5.96,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL554291,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)c1,EC50,1200.0,nM,5.92,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL554291,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)c1,EC50,1200.0,nM,5.92,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL556485,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc4c(c3)OCO4)c2=O)c1,EC50,4500.0,nM,5.35,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL556485,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc4c(c3)OCO4)c2=O)c1,EC50,4500.0,nM,5.35,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL549570,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C(F)(F)F)cc3)c2=O)c1,EC50,1900.0,nM,5.72,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
